"OBWOD","REJ","POP_REJ","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R"
"6758102","675810",873,37,60786.3424999659,18827.9271354862,22184.2240754058
"6758104","675810",873,37,60786.3424999659,18827.9271354862,22184.2240754058
"6758101","675810",873,37,60786.3424999659,18827.9271354862,22184.2240754058
"6758106","675810",873,37,60786.3424999659,18827.9271354862,22184.2240754058
"6758103","675810",873,37,60786.3424999659,18827.9271354862,22184.2240754058
"6758201","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758203","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758206","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758207","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758204","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758205","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758202","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758208","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758209","675820",1634,63,62667.9825000885,33907.7422531107,38024.5916476749
"6758501","675850",552,38,186992.551270494,43498.9371674708,21478.1095727838
"6758503","675850",552,38,186992.551270494,43498.9371674708,21478.1095727838
"6758505","675850",552,38,186992.551270494,43498.9371674708,21478.1095727838
"6758502","675850",552,38,186992.551270494,43498.9371674708,21478.1095727838
"6758504","675850",552,38,186992.551270494,43498.9371674708,21478.1095727838
"6758904","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758902","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758909","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758907","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758903","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758906","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758901","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758908","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6758905","675890",1323,59,63023.095312637,58318.7277126151,43943.4643498658
"6759204","675920",569,49,47469.5415623803,24030.1679930783,17863.2559421861
"6759205","675920",569,49,47469.5415623803,24030.1679930783,17863.2559421861
"6759202","675920",569,49,47469.5415623803,24030.1679930783,17863.2559421861
"6759206","675920",569,49,47469.5415623803,24030.1679930783,17863.2559421861
"6759203","675920",569,49,47469.5415623803,24030.1679930783,17863.2559421861
"6759201","675920",569,49,47469.5415623803,24030.1679930783,17863.2559421861
"6759304","675930",694,33,54716.8631249592,21596.3458319847,22381.5658388471
"6759302","675930",694,33,54716.8631249592,21596.3458319847,22381.5658388471
"6759301","675930",694,33,54716.8631249592,21596.3458319847,22381.5658388471
"6759303","675930",694,33,54716.8631249592,21596.3458319847,22381.5658388471
"6759403","675940",707,22,55196.4756249737,16271.5028322753,16169.6663674477
"6759401","675940",707,22,55196.4756249737,16271.5028322753,16169.6663674477
"6759404","675940",707,22,55196.4756249737,16271.5028322753,16169.6663674477
"6759402","675940",707,22,55196.4756249737,16271.5028322753,16169.6663674477
"6759603","675960",1063,40,31693.8771874569,29001.8774300424,26864.5853761712
"6759605","675960",1063,40,31693.8771874569,29001.8774300424,26864.5853761712
"6759601","675960",1063,40,31693.8771874569,29001.8774300424,26864.5853761712
"6759606","675960",1063,40,31693.8771874569,29001.8774300424,26864.5853761712
"6759602","675960",1063,40,31693.8771874569,29001.8774300424,26864.5853761712
"6759604","675960",1063,40,31693.8771874569,29001.8774300424,26864.5853761712
"6759705","675970",751,41,196025.296943518,35511.3195538911,23528.3830313253
"6759706","675970",751,41,196025.296943518,35511.3195538911,23528.3830313253
"6759701","675970",751,41,196025.296943518,35511.3195538911,23528.3830313253
"6759704","675970",751,41,196025.296943518,35511.3195538911,23528.3830313253
"6759703","675970",751,41,196025.296943518,35511.3195538911,23528.3830313253
"6759702","675970",751,41,196025.296943518,35511.3195538911,23528.3830313253
"6760008","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760002","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760006","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760001","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760004","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760007","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760003","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760005","676000",1180,45,32709.3171875037,23845.7647089449,30537.5958370777
"6760607","676060",1374,49,44697.0334375519,33698.0848786597,32274.1417938359
"6760606","676060",1374,49,44697.0334375519,33698.0848786597,32274.1417938359
"6760604","676060",1374,49,44697.0334375519,33698.0848786597,32274.1417938359
"6760601","676060",1374,49,44697.0334375519,33698.0848786597,32274.1417938359
"6760603","676060",1374,49,44697.0334375519,33698.0848786597,32274.1417938359
"6760605","676060",1374,49,44697.0334375519,33698.0848786597,32274.1417938359
"6760602","676060",1374,49,44697.0334375519,33698.0848786597,32274.1417938359
"6760704","676070",1358,44,28716.961875027,25209.1881929628,26998.2076416047
"6760701","676070",1358,44,28716.961875027,25209.1881929628,26998.2076416047
"6760703","676070",1358,44,28716.961875027,25209.1881929628,26998.2076416047
"6760702","676070",1358,44,28716.961875027,25209.1881929628,26998.2076416047
"6760705","676070",1358,44,28716.961875027,25209.1881929628,26998.2076416047
"6760707","676070",1358,44,28716.961875027,25209.1881929628,26998.2076416047
"6760706","676070",1358,44,28716.961875027,25209.1881929628,26998.2076416047
"6760802","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6760807","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6760806","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6760808","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6760805","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6760804","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6760803","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6760801","676080",1082,48,88311.8834374428,31434.8981193648,25298.036975694
"6761105","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761104","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761108","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761107","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761102","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761101","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761103","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761106","676110",997,56,127994.867406584,65382.0543473224,29350.5482158668
"6761301","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761302","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761308","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761307","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761306","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761305","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761304","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761303","676130",1300,54,32655.1059339913,41278.7146730913,23492.8863524682
"6761602","676160",921,67,265939.580355022,44704.8007153699,257924.442454373
"6761603","676160",921,67,265939.580355022,44704.8007153699,257924.442454373
"6761601","676160",921,67,265939.580355022,44704.8007153699,257924.442454373
"6761604","676160",921,67,265939.580355022,44704.8007153699,257924.442454373
"6761907","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6761903","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6761905","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6761901","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6761906","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6761904","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6761902","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6761908","676190",1888,58,51648.6818751197,46318.2334309727,40009.245150078
"6762112","676211",942,51,57886.3768750526,41038.9184938303,37327.2594286886
"6762114","676211",942,51,57886.3768750526,41038.9184938303,37327.2594286886
"6762113","676211",942,51,57886.3768750526,41038.9184938303,37327.2594286886
"6762115","676211",942,51,57886.3768750526,41038.9184938303,37327.2594286886
"6762111","676211",942,51,57886.3768750526,41038.9184938303,37327.2594286886
"6762124","676212",1120,53,55137.316826724,41902.549043837,40229.2249392922
"6762121","676212",1120,53,55137.316826724,41902.549043837,40229.2249392922
"6762123","676212",1120,53,55137.316826724,41902.549043837,40229.2249392922
"6762122","676212",1120,53,55137.316826724,41902.549043837,40229.2249392922
"6762305","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762307","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762302","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762303","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762304","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762306","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762308","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762301","676230",1812,64,88489.7221672646,68302.232136256,57130.2140966959
"6762401","676240",950,34,20296.9528125297,17469.5702591072,17478.1429969843
"6762403","676240",950,34,20296.9528125297,17469.5702591072,17478.1429969843
"6762402","676240",950,34,20296.9528125297,17469.5702591072,17478.1429969843
"6762404","676240",950,34,20296.9528125297,17469.5702591072,17478.1429969843
"6762502","676250",1941,72,115317.139396704,36921.7519930432,65163.5547921976
"6762506","676250",1941,72,115317.139396704,36921.7519930432,65163.5547921976
"6762505","676250",1941,72,115317.139396704,36921.7519930432,65163.5547921976
"6762504","676250",1941,72,115317.139396704,36921.7519930432,65163.5547921976
"6762501","676250",1941,72,115317.139396704,36921.7519930432,65163.5547921976
"6762503","676250",1941,72,115317.139396704,36921.7519930432,65163.5547921976
"6762703","676270",1266,49,40282.8768749927,33035.7830894985,33256.3597929812
"6762704","676270",1266,49,40282.8768749927,33035.7830894985,33256.3597929812
"6762705","676270",1266,49,40282.8768749927,33035.7830894985,33256.3597929812
"6762701","676270",1266,49,40282.8768749927,33035.7830894985,33256.3597929812
"6762706","676270",1266,49,40282.8768749927,33035.7830894985,33256.3597929812
"6762702","676270",1266,49,40282.8768749927,33035.7830894985,33256.3597929812
"6762804","676280",1589,61,44781.451562425,40910.0899702845,35254.695807766
"6762803","676280",1589,61,44781.451562425,40910.0899702845,35254.695807766
"6762801","676280",1589,61,44781.451562425,40910.0899702845,35254.695807766
"6762805","676280",1589,61,44781.451562425,40910.0899702845,35254.695807766
"6762802","676280",1589,61,44781.451562425,40910.0899702845,35254.695807766
"6762807","676280",1589,61,44781.451562425,40910.0899702845,35254.695807766
"6762806","676280",1589,61,44781.451562425,40910.0899702845,35254.695807766
"6762901","676290",1086,42,42190.2778125503,36907.7852132255,25656.8561618411
"6762904","676290",1086,42,42190.2778125503,36907.7852132255,25656.8561618411
"6762903","676290",1086,42,42190.2778125503,36907.7852132255,25656.8561618411
"6762902","676290",1086,42,42190.2778125503,36907.7852132255,25656.8561618411
"6763006","676300",1492,64,69584.0768407678,65315.1359947821,49536.442742733
"6763001","676300",1492,64,69584.0768407678,65315.1359947821,49536.442742733
"6763005","676300",1492,64,69584.0768407678,65315.1359947821,49536.442742733
"6763002","676300",1492,64,69584.0768407678,65315.1359947821,49536.442742733
"6763003","676300",1492,64,69584.0768407678,65315.1359947821,49536.442742733
"6763004","676300",1492,64,69584.0768407678,65315.1359947821,49536.442742733
"6763101","676310",1214,32,21712.8099999735,18561.6376262702,20135.1405920669
"6763105","676310",1214,32,21712.8099999735,18561.6376262702,20135.1405920669
"6763104","676310",1214,32,21712.8099999735,18561.6376262702,20135.1405920669
"6763102","676310",1214,32,21712.8099999735,18561.6376262702,20135.1405920669
"6763106","676310",1214,32,21712.8099999735,18561.6376262702,20135.1405920669
"6763103","676310",1214,32,21712.8099999735,18561.6376262702,20135.1405920669
"6763203","676320",1618,64,55268.7727050055,47732.2547235142,42587.2341290865
"6763205","676320",1618,64,55268.7727050055,47732.2547235142,42587.2341290865
"6763204","676320",1618,64,55268.7727050055,47732.2547235142,42587.2341290865
"6763201","676320",1618,64,55268.7727050055,47732.2547235142,42587.2341290865
"6763202","676320",1618,64,55268.7727050055,47732.2547235142,42587.2341290865
"6763303","676330",1216,35,36348.9484374427,32447.3696584634,27573.5152886828
"6763305","676330",1216,35,36348.9484374427,32447.3696584634,27573.5152886828
"6763301","676330",1216,35,36348.9484374427,32447.3696584634,27573.5152886828
"6763304","676330",1216,35,36348.9484374427,32447.3696584634,27573.5152886828
"6763302","676330",1216,35,36348.9484374427,32447.3696584634,27573.5152886828
"6763306","676330",1216,35,36348.9484374427,32447.3696584634,27573.5152886828
"6763406","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763401","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763404","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763407","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763402","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763405","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763408","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763403","676340",1777,63,111768.405803063,46671.2949677828,34677.5068902656
"6763604","676360",1111,37,13522.2627886784,13920.0688267954,28686.5257811059
"6763602","676360",1111,37,13522.2627886784,13920.0688267954,28686.5257811059
"6763601","676360",1111,37,13522.2627886784,13920.0688267954,28686.5257811059
"6763603","676360",1111,37,13522.2627886784,13920.0688267954,28686.5257811059
"6763706","676370",1662,52,44586.0590706122,30155.2604554211,32918.0339308095
